STT,CID,SMILES,IC50 (uM),Substructures
1927,139554032,C[C@@H](C1CCC2(CC1)COC3=C2C=C(C=N3)C(F)(F)F)C(=O)NC4=CC=C(C=C4)Cl,0.0079,Other
1928,139554361,C[C@H](C1CCC2(CC1)COC3=C2C=CC(=C3)C(F)(F)F)C(=O)NC4=CC=C(C=C4)Cl,0.069,Other
1929,140841356,CN(C1=CC=CC=C1)C2=C(SC3=CC=CC=C32)[NH],1,Thiophene
1930,140841358,C1=CC=C2C(=C1)C(=C(S2)[NH])SC3=CC(=CC=C3)Cl,1,Thiophene
1931,140841359,C1=CC(=CC(=C1)NC2=C(SC3=C2C=C(C=C3)Cl)[NH])C(F)(F)F,0.6,Thiophene
1932,140841364,C1=CC(=C(C=C1NC2=C(SC3=C2C=C(C=C3)Cl)[NH])C(F)(F)F)F,0.6,Thiophene
1933,141407088,CC1=CC=C(C=C1)SC2=CNC3=C2C=C(C=C3)Cl,200,Indole; Brassinin
1934,141483091,COC1=CC=CC(=C1)CNC(=O)N2C3=C(C=CC(=C3)Cl)OC2=O,14.56,Other
1935,141483093,C1=CC=C2C(=C1)NC(=O)N2CC(C3=CC=C(C=C3)F)O,99.94,Imidazole
1936,141483094,COC1=CC=C(C=C1)CNC(=O)N2C3=CC=CC=C3OC2=O,31.82,Other
1937,141483096,C1=CC(=CC=C1CC(=O)N2C3=C(C=CC(=C3)Cl)OC2=O)F,6.4,Other
1938,141483097,C1=CC(=CC=C1CN2C3=C(C=CC(=C3)F)OC2=O)Cl,80.78,Other
1939,141483098,COC1=CC=C(C=C1)NC(=O)N2C3=C(C=CC(=C3)Cl)OC2=O,100,Other
1940,141483099,C1=CC(=CC(=C1)F)CN2C3=C(C=CC(=C3)F)OC2=O,28.49,Other
1941,141483100,C1=CC=C2C(=C1)N(C(=O)O2)C(=O)CC3=CC=C(C=C3)F,100,Other
1942,141484185,C1CC(CC(C1)NS(=O)(=O)N)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.043,Other
1943,141484186,C1CC(CCC1CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)NS(=O)(=O)N,0.022,Other
1944,141484189,C1CC(CCC1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)CNS(=O)(=O)N,0.045,Other
1945,141484190,C1CC(CC(C1)NC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)CNS(=O)(=O)N,0.064,Other
1946,141484191,C1CC(CCC1CCNS(=O)(=O)N)NC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.046,Other
1947,141484192,C1CC(CCC1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)NS(=O)(=O)N,0.038,Other
1948,141484196,C1CC(CC(C1)NC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)CCNS(=O)(=O)N,0.059,Other
1949,141484199,C1CC(CCC1CCNS(=O)(=O)N)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.074,Other
1950,141486694,C1=CC=C(C(=C1)CNC2=CC(=CC3=C2C=NN3)Br)[N+](=O)[O-],8.04,1H-indazole
1951,141488542,CC1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)Cl,35.6,Indole; Brassinin
1952,141488559,C1=CC(=C(C=C1NC2=CC(=CC3=C2C=C(N3)C(=O)O)F)Cl)F,100,Indole; Brassinin
1953,141488589,COC1=C2C(=C(C=C1)NC3=CC(=C(C=C3)F)Cl)C=C(N2)C(=O)O,32.4,Indole; Brassinin
1954,141488710,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)F)C(=O)O)Cl)F,40.7,Indole; Brassinin
1955,141488727,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)Cl)C(=O)O)Cl)F,100,Indole; Brassinin
1956,141488768,C1=CC(=C(C=C1NC2=C3C=C(NC3=C(C=C2)[N+](=O)[O-])C(=O)O)Cl)F,100,Indole; Brassinin
1957,141488771,C1=CC2=C(C=C(N2)C(=O)O)C(=C1)NC3=CC(=C(C=C3)F)Cl,100,Indole; Brassinin
1958,141488779,CC1=C2C(=C(C=C1)NC3=CC(=C(C=C3)F)Cl)C=C(N2)C(=O)O,100,Indole; Brassinin
1959,141488876,C1=CC(=C(C=C1NC2=CC(=CC3=C2C=C(N3)C(=O)O)Cl)Cl)F,100,Indole; Brassinin
1960,141501915,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NCC4=CC(=C(C=C4)F)Cl,50.9,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1961,141501916,CC(C1=CC=CC=C1)NC(=O)CC2C3=CC=CC=C3C4=CN=CN24,74.39,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1962,141501917,C1CCC(CC1)NC(=O)CC2C3=CC=CC=C3C4=CN=CN24,39.04,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1963,141501918,C1=CC=C(C=C1)CCNC(=O)CC2C3=CC=CC=C3C4=CN=CN24,14.98,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1964,141501919,CN(CC1=CC=CC=C1)C(=O)CC2C3=CC=CC=C3C4=CN=CN24,64.47,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1965,141501920,C1=CC=C2C(=C1)C(N3C2=CN=C3)C/C(=N/O)/C4=CC=C(C=C4)Cl,22.72,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1966,141501921,C1=CC=C(C=C1)NC(=O)CC2C3=CC=CC=C3C4=CN=CN24,25.93,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1967,141501922,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NCC4=CC=C(C=C4)C(=O)O,95.07,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1968,141501923,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NCC4=CC(=CC=C4)Cl,53.93,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1969,141501924,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NCC4=CC=C(C=C4)C#N,69.44,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1970,141501925,COC1=CC=CC(=C1)CCNC(=O)CC2C3=CC=CC=C3C4=CN=CN24,0.84,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1971,141501926,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NC4=CC5=C(C=C4)C=NN5,33.1,"1H-indazole; Imidazole; 5H-imidazo(5,1-a)isoindole"
1972,141501927,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NCCC4=CC=CC=N4,21.93,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1973,141501931,COC1=CC=C(C=C1)CNC(=O)CC2C3=CC=CC=C3C4=CN=CN24,77.54,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1974,141501932,C1=CC=C(C=C1)CNC(=O)CC2C3=CC=CC=C3C4=CN=CN24,60.56,"Imidazole; 5H-imidazo(5,1-a)isoindole"
1975,141514151,C1=CC=C(C(=C1)N)NC(=O)C2=NC=C(C=C2)C(=O)NCCNC3=NON=C3C(=NC4=CC(=C(C=C4)F)Br)NO,0.2603,Other
1976,141531564,CC(C1=CC=C(C=C1)N2CCN(CC2)C)C3=CC4=C(C=C3)SC5=CC=CC=C5N4,10,Other
1977,141744794,CC1=C(C=CC(=C1)Br)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
1978,141744795,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC(=CC(=C2)F)F)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.25,Other
1979,141744796,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=C(C=C2)C(F)(F)F)NC3=CC(=O)C4=CC=CC=C4C3=O,6.78,Naphthoquinone
1980,141744797,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
1981,141744798,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC(=CC(=C2)F)F)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
1982,141744799,COC1=CC(=CC(=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O)OC,4.84,Naphthoquinone
1983,141744800,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)ONC2=CC(=N[C@H](CC3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)C(F)(F)F)C(=O)C5=CC=CC=C52,9.6,Other
1984,141744801,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=C(C=C2)F)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.078,Other
1985,141744802,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=C(C=C2)Br)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.16,Other
1986,141744803,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC(=C(C=C2)F)Br)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
1987,141744804,CC1=CC=C(C=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
1988,141744805,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC(=CC=C2)Br)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
1989,141744806,CC1=C(C=C(C=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O)Cl,6.11,Other
1990,141744807,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=CC=C2F)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.63,Other
1991,141744808,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC(=CC=C2)F)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.24,Other
1992,141744809,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=CC=C2Cl)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,2.09,Other
1993,141744810,COC1=CC=CC=C1NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,8.19,Other
1994,141744811,COC1=CC=CC(=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
1995,141744813,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)ONC2=CC(=N[C@H](CC3=CC=CC=C3)C(=O)NC4=CC(=CC=C4)Br)C(=O)C5=CC=CC=C52,10,Other
1996,141744814,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC(=C(C=C2)Br)F)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
1997,141744815,CC1=C(C=CC(=C1)Br)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,10,Other
1998,141744816,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=C(C=C2)Cl)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
1999,141744817,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC(=C(C=C2)F)Br)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.074,Other
2000,141744818,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC(=C(C=C2)Br)F)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.097,Other
2001,141744820,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=C(C=C2)Cl)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.082,Other
2002,141744821,CC1=CC(=CC(=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O)C,8.27,Other
2003,141744823,CC1=CC=C(C=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,3.21,Other
2004,141744824,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=C(C=C2)F)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
2005,141744825,CC1=CC(=CC=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,1.51,Other
2006,141744826,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,3.54,Other
2007,141744827,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=C(C=C2)Br)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
2008,141744828,COC1=CC=C(C=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.45,Other
2009,141744829,CC1=CC(=CC=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
2010,141744830,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
2011,141744831,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC(=CC=C2)Br)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.95,Other
2012,141744832,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)ONC2=CC(=N[C@H](CC3=CC=CC=C3)C(=O)NC4=CC(=CC=C4)OC)C(=O)C5=CC=CC=C52,10,Other
2013,141744833,COC1=CC=CC=C1NC(=O)[C@@H](CC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
2014,141744834,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=C(C=C2)C(F)(F)F)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.069,Other
2015,141744835,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC(=CC=C2)Cl)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.68,Other
2016,141744836,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.09,Other
2017,141744837,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC(=CC=C2)Cl)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
2018,141744838,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=CC=C2Cl)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
2019,141744839,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC(=CC=C2)F)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
2020,141744841,COC1=CC=C(C=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
2021,141744842,CC1=C(C=C(C=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O)Cl,10,Naphthoquinone
2022,141744843,COC1=CC(=CC(=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O)OC,0.046,Other
2023,141744844,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=CC=C2Br)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
2024,141744845,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=CC=C2Br)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,2.53,Other
2025,141744846,CC1=CC(=CC(=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O)C,10,Naphthoquinone
2026,141744848,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=CC=C2F)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
2027,141744849,COC1=CC=CC(=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.53,Other
2028,141755881,C1=CC(=C(C=C1N=C(C2=NON=C2NCCN3C=C(N=N3)COCCO)NO)Br)F,0.028,Triazole
2029,141760476,CCC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC4=NN=C(O4)C5=CC=C(C=C5)OC,0.011,Quinoline
2030,141760479,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NC=C(N4)C5=CC=C(C=C5)Cl,0.011,Imidazole; Quinoline
2031,141760481,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC4=NN=C(O4)C5=CC=C(C=C5)OC,0.003,Quinoline
2032,141760483,COCC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC4=NN=C(O4)C5=CC=C(C=C5)OC,0.017,Quinoline
2033,141760502,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NC=C(O4)C5=CC=C(C=C5)Cl,0.495,Quinoline
2034,141760518,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NC(=NN4)C5=CC=C(C=C5)Cl,0.02,Quinoline
2035,141760521,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NN=C(O4)C5=CC=C(C=C5)Cl,0.239,Quinoline
2036,141760544,CCC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NC5=C(N4)C=C(C=N5)Cl,0.004,Imidazole; Quinoline
2037,141764418,CC(C)(C)OC(=O)N1CC(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.43,Other
2038,141764420,C1CN(C[C@H]1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.090993333,Other
2039,141764421,C1C(CN1S(=O)(=O)N)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.068,Other
2040,141764422,C1CC(N(C1)S(=O)(=O)N)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.214,Other
2041,141764423,C1CN(CCC1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.2359,Other
2042,141764424,C1CC1S(=O)(=O)N2CCC(C2)CNC3=NON=C3C(=NC4=CC(=C(C=C4)F)Br)NO,0.141,Other
2043,141764425,C1CCN(C(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.2621,Other
2044,141764427,C1CN(CCC1CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.119,Other
2045,141764428,C1CC(CN(C1)S(=O)(=O)N)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.19825,Other
2046,141764429,CS(=O)(=O)N1CCC(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.1335,Other
2047,141764430,C1COC(CN1S(=O)(=O)N)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.206,Other
2048,141764431,C1CC(N(C1)S(=O)(=O)N)CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.151,Other
2049,141764432,C1CN(CC1COC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.628,Other
2050,141764433,C1CN(C1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.133,Other
2051,141764435,C1CN(C[C@@H]1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.080193333,Other
2052,141764437,C1CNCC1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.088,Other
2053,141764438,CC(C)(C)OC(=O)N1CCC(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.276,Other
2054,141764439,C1CN(CC1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.0909,Other
2055,142298392,C1CC2=C([C@@H]1N=C(C3=NON=C3SC[C@H](CO)O)NO)C=C(C=C2)F,0.0942,Other
2056,142298405,B(C1=CC=C(C=C1)CNC2=NON=C2C(=N[C@H]3CC4=C3C=C(C=C4)F)NO)(O)O,0.0962,Other
2057,142298411,C[Si](C)(CCCNC1=NON=C1C(=N[C@H]2CC3=C2C=C(C=C3)F)NO)O,0.9,Other
2058,142298417,B(C1=CC(=CC=C1)CNC2=NON=C2C(=N[C@H]3CC4=C3C=C(C=C4)F)NO)(O)O,0.0499,Other
2059,142298419,C1CC2=C([C@H]1N=C(C3=NON=C3SC[C@@H](CO)O)NO)C=C(C=C2)F,15.11,Other
2060,142341866,C1=CC(=C(C=C1N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C(F)F)F,0.043,Other
2061,142341947,C1=CC(=CC(=C1)Br)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO,0.01905,Other
2062,142341971,CC1(CCN1)C(=O)NCCSC2=NON=C2C(=NC3=CC(=C(C=C3)F)C(F)F)NO,0.36,Other
2063,142341993,C1=CC(=C(C=C1N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C(F)(F)F)F,0.0485,Other
2064,142342024,C1=CC(=CC(=C1)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C(F)F,0.0735,Other
2065,142342046,CC(C)(CC(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)C(F)F)NO)O,0.14,Other
2066,142441934,C1C(C2=C1C=CC(=C2)F)N=C(C3=NON=C3OCC(=O)NCC(CO)O)NO,0.7,Other
2067,142441943,CC(C(=O)NCCO)OC1=NON=C1C(=NC2CC3=C2C=C(C=C3)F)NO,1.669,Other
2068,142471211,CC[C@H](C1CCC(CC1)C2=C(C(=NC=C2)OC)C(F)F)NC(=O)C3=CN=C(C=C3)OC,0.00215,Other
2069,142509579,CCOC(=O)N1CCC2(CC1)C[C@@H](C3=C(O2)C=CC(=C3)Br)NC(=O)C4=CC=CC5=C4NN=C5,0.00665,1H-indazole
2070,142529798,CC1=C(N2C=NC=C2S1)C(C3CCCC3)O,0.149,Imidazole
2071,142580146,C1CC2=C(C=CC(=N2)C3(CC3)NC(=O)C4=CC=C(C=C4)F)N(C1)C5=NC(=NC=C5)C(F)(F)F,0.163,Other
2072,142580202,C1CC(C1)(C2=NC3=C(C=C2)N(CC3)C(=O)C4=CC(=CC=C4)Cl)C(=O)NC5=CC=C(C=C5)F,0.00192,Other
2073,142580242,CC1=NC=CC(=N1)N2CCCC3=C2C=CC(=N3)C4(CC4)NC(=O)C5=CC=C(C=C5)F,0.064,Other
2074,142580265,C[C@H]1C[C@]1(C2=NC3=C(C=C2)N(CCC3)C4=NC(=NC=C4)C)NC(=O)C5=CC=C(C=C5)F,0.00455,Other
2075,142580297,CC1=NC=CC(=C1)N2CCCC3=C2C=CC(=N3)[C@@H](C)NC(=O)C4=CC=C(C=C4)F,0.089,Other
2076,142580325,C1CC(C1)(C2=NC3=C(C=C2)N(CC3)C(=O)C4CC4)C(=O)NC5=CC=C(C=C5)F,0.0185,Other
2077,142580334,CC(C)CC(=O)N1CCCC2=C1C=CC(=C2)CNC(=O)C3=CC=C(C=C3)Cl,0.016,Other
2078,142580347,C1CC(C1)(C2=NC3=C(C=C2)N(CC3)C4=CC=CC=N4)C(=O)NC5=CC=C(C=C5)F,0.0109,Other
2079,142580427,CCN(C(C)C)C(=O)N1CCC2=C1C=CC(=C2)C3(CCC3)C(=O)NC4=CC=C(C=C4)Cl,0.0033,Other
2080,142580447,C1CC2=C(C=CC(=C2)CNC(=O)C3=CC=C(C=C3)Cl)N(C1)C(=O)C4=CC(=CC=C4)Cl,0.009,Other
2081,142580473,C1CC(C1)(C2=NC3=C(C=C2)N(CC3)C(=O)OC4CC4)C(=O)NC5=CC=C(C=C5)F,0.0027,Other
2082,142580560,C1CC(C1)(C2=NC3=C(C=C2)N(CC3)C4=CC=CC=N4)C(=O)NC5=CC=C(C=C5)Cl,0.00132,Other
2083,142619907,C1=CC=C(C(=C1)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)Br)O,0.18,Imidazole; Indole; Brassinin
2084,142619908,C1=CC=C(C=C1)CN2C=NC=C2C3=CC4=CC=CC=C4N3,34.8,Imidazole; Indole; Brassinin
2085,142619909,C1=CC2=C(C=C1F)C=C(N2)CN3C=NC=C3C4=C(C=CC(=C4)F)O,0.113,Imidazole; Indole; Brassinin
2086,142619910,C1=CC(=C(C(=C1)Cl)O)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)F,22.7,Imidazole; Indole; Brassinin
2087,142619912,C1=CC(=CC(=C1)O)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)F,4.64,Imidazole; Indole; Brassinin
2088,142619913,C1=CC(=C(C(=C1)Cl)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)F)O,44.8,Imidazole; Indole; Brassinin
2089,142619916,C1=CC(=CC=C1CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br)C#N,3.81,Imidazole; Indole; Brassinin
2090,142619918,C1CCNC(C1)CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br,100,Imidazole; Indole; Brassinin
2091,142619919,C1=CC2=C(C=C1F)C=C(N2)CN3C=NC=C3C4=C(C=CC(=C4)Cl)O,0.0338,Imidazole; Indole; Brassinin
2092,142619920,C1=CC=C(C=C1)CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br,13.6,Imidazole; Indole; Brassinin
2093,142619921,C1=CC(=C(C=C1F)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)Br)O,0.1,Imidazole; Indole; Brassinin
2094,142619922,C1=CC=C(C=C1)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)Br,1.25,Imidazole; Indole; Brassinin
2095,142619923,C1=CC(=CC(=C1)O)CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br,1.6,Imidazole; Indole; Brassinin
2096,142619924,C1=CC(=C(C=C1Cl)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)Br)O,0.0379,Imidazole; Indole; Brassinin
2097,142619926,C1=CC(=CC=C1CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br)C(F)(F)F,100,Imidazole; Indole; Brassinin
2098,142619927,C1=CC2=C(C=C1F)C=C(N2)CN3C=NC=C3C4=C(C=C(C=C4)Cl)O,21,Imidazole; Indole; Brassinin
2099,142619928,C1=CC=C(C(=C1)CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br)N,50.6,Imidazole; Indole; Brassinin
2100,142619929,C1=CC(=CC=C1C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)F)O,83.3,Imidazole; Indole; Brassinin
2101,142619931,C1=CC=C(C(=C1)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)F)O,0.322,Imidazole; Indole; Brassinin
2102,142619932,C1=CC=C(C=C1)C2=CN=CN2CC3=CC4=CC=CC=C4N3,4.44,Imidazole; Indole; Brassinin
2103,142619933,C1=CC=C(C=C1)C(CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br)O,19.7,Imidazole; Indole; Brassinin
2104,142752029,CCC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)C(F)(F)F)C4=NC5=C(N4)C=C(C=N5)Cl,0.021,Imidazole; Quinoline
2105,144460115,CC1(CCC(CC1)O)[C@@H](C[C@H]2C3=C(C=CC=C3F)C4=CN=CN24)O,0.007,"Imidazole; 5H-imidazo(5,1-a)isoindole"
